Title,Mal_Id,Rating,Scored_By,Members,Favourited_by,Genre,Year,Season
Bubuki Buranki,32023,6.26,27976,71401,92,"Action,Drama,Sci-Fi",2016,winter
Phantasy Star Online 2 The Animation,31223,6.31,27971,67623,99,"Action,Sci-Fi",2016,winter
Ojisan to Marshmallow,31848,6.58,34228,63830,77,"Comedy,Slice of Life",2016,winter
Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari,31790,5.86,21330,57846,53,"Comedy,Sci-Fi",2016,winter
Sekkou Boys,31540,6.25,22068,51583,80,Comedy,2016,winter
Ooya-san wa Shishunki!,31621,6.53,24591,49176,41,"Comedy,Slice of Life",2016,winter
Koukaku no Pandora,32214,6.5,15452,44395,87,"Action,Comedy,Sci-Fi,Ecchi",2016,winter
Yami Shibai 3,31994,6.33,19712,35775,41,"Avant Garde,Horror,Supernatural",2016,winter
"Kono Danshi, Mahou ga Oshigoto desu.",31815,6.97,13398,27244,64,"Boys Love,Fantasy",2016,winter
Mahou Shoujo Nante Mou Ii desu kara.,31793,5.92,11650,25778,19,Comedy,2016,winter
Teekyuu 7,32228,6.61,8485,15803,12,Comedy,2016,winter
Sushi Police,31633,4.64,5323,13314,15,"Comedy,Gourmet,Mystery",2016,winter
Mahoutsukai Precure!,31884,7.24,3996,12454,97,"Action,Fantasy",2016,winter
Nurse Witch Komugi-chan R,31890,5.99,4128,12408,14,Comedy,2016,winter
Tabi Machi Late Show,32309,6.22,4691,9089,6,"Drama,Slice of Life",2016,winter
Flowering Heart,32691,6.04,2183,4909,17,,2016,winter
"Watashitachi, Luck Logic-bu!",32084,5.42,1034,4762,2,Comedy,2016,winter
Ketsuekigata-kun! 4,32274,6.23,1430,3285,2,Comedy,2016,winter
Rilu Rilu Fairilu: Yousei no Door,34754,6.95,433,2533,10,"Fantasy,Slice of Life",2016,winter
KochinPa!,32400,4.1,1046,2223,0,Comedy,2016,winter
Boku no Hero Academia,31964,7.9,1930756,2812077,52779,Action,2016,spring
Re:Zero kara Hajimeru Isekai Seikatsu,31240,8.24,1316235,2042282,63534,"Drama,Fantasy,Suspense",2016,spring
Bungou Stray Dogs,31478,7.82,633283,1255113,24181,"Action,Mystery,Supernatural",2016,spring
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,31933,8.5,703110,1022091,37126,"Action,Adventure,Supernatural",2016,spring
Koutetsujou no Kabaneri,28623,7.27,408047,765905,3369,"Action,Drama,Fantasy,Horror",2016,spring
Sakamoto desu ga?,32542,7.56,367387,725520,2523,Comedy,2016,spring
Kiznaiver,31798,7.38,340413,699348,4800,"Drama,Romance,Sci-Fi",2016,spring
Netoge no Yome wa Onnanoko ja Nai to Omotta?,31404,6.72,264303,506331,1160,"Comedy,Romance,Ecchi",2016,spring
Sousei no Onmyouji,32105,7.3,203780,485533,2866,"Action,Fantasy,Romance",2016,spring
Magi: Sinbad no Bouken (TV),31741,7.85,247005,455993,1510,"Action,Adventure,Fantasy",2016,spring
Tanaka-kun wa Itsumo Kedaruge,32093,7.84,199052,435538,4139,Slice of Life,2016,spring
Gakusen Toshi Asterisk 2nd Season,31737,7.01,243291,413594,747,"Action,Comedy,Fantasy,Romance,Sci-Fi,Ecchi",2016,spring
Hundred,31338,6.32,183353,352251,615,"Action,Romance,Sci-Fi,Ecchi",2016,spring
Flying Witch,31376,7.51,102420,254048,1280,"Slice of Life,Supernatural",2016,spring
Big Order (TV),31904,5.36,105842,222017,233,Action,2016,spring
Mayoiga,32438,5.5,107586,211113,279,"Drama,Horror,Mystery",2016,spring
Joker Game,31405,7.04,86369,205334,604,Drama,2016,spring
Uchuu Patrol Luluco,32681,7.54,71769,145672,1062,"Action,Adventure,Comedy",2016,spring
Super Lovers,31680,6.85,74115,138389,1063,"Boys Love,Comedy,Drama",2016,spring
Kuromukuro,32245,7.15,58398,137106,399,"Action,Sci-Fi",2016,spring
"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari!",31630,6.49,55468,130035,460,"Comedy,Drama,Mystery",2016,spring
Ushio to Tora (TV) 2nd Season,31098,7.9,63481,126745,307,"Action,Adventure,Comedy,Supernatural",2016,spring
Aggressive Retsuko,32977,7.62,47882,101356,596,Comedy,2016,spring
High School Fleet,31500,7.3,42437,101221,839,Action,2016,spring
Seisen Cerberus: Ryuukoku no Fatalités,32595,5.59,39350,98469,113,"Adventure,Fantasy",2016,spring
Terra Formars: Revenge,31430,6.66,47666,88675,102,"Action,Horror,Sci-Fi",2016,spring
Shounen Maid,32175,7.29,34896,80564,340,Slice of Life,2016,spring
Anne Happy♪,31080,6.96,31993,75676,263,"Comedy,Slice of Life",2016,spring
Macross Δ,28013,7.27,25463,73833,501,"Action,Romance,Sci-Fi",2016,spring
Honobono Log,33241,7.34,32145,73748,324,"Romance,Slice of Life",2016,spring
Kuma Miko,31804,6.31,30187,72660,79,"Comedy,Slice of Life",2016,spring
Endride,32608,5.59,23878,71493,62,"Adventure,Fantasy",2016,spring
Bakuon!!,30795,6.48,23371,60895,126,"Comedy,Slice of Life",2016,spring
Sansha Sanyou,31564,7.1,21385,60894,121,"Comedy,Slice of Life",2016,spring
Bishoujo Senshi Sailor Moon Crystal Season III,31733,7.75,26252,56217,339,"Fantasy,Romance",2016,spring
Concrete Revolutio: Choujin Gensou - The Last Song,32313,7.0,13217,34568,80,"Action,Drama,Fantasy,Mystery,Sci-Fi,Supernatural",2016,spring
Kyoukai no Rinne 2nd Season,31610,7.15,13233,33737,33,"Comedy,Supernatural",2016,spring
12-sai.: Chicchana Mune no Tokimeki,32601,6.4,15565,33297,58,Romance,2016,spring
Wagamama High Spec,31439,5.38,13488,32615,31,Comedy,2016,spring
Kidou Senshi Gundam Unicorn RE:0096,32792,7.61,14363,31844,164,"Action,Drama,Sci-Fi",2016,spring
Pan de Peace!,31498,5.63,14805,31486,33,"Comedy,Gourmet,Slice of Life",2016,spring
Onigiri,32606,5.33,9840,30015,38,"Comedy,Fantasy,Supernatural",2016,spring
Beyblade Burst,31049,6.49,16927,28578,152,"Action,Adventure,Sci-Fi,Sports",2016,spring
Aikatsu Stars!,32717,7.59,5825,18625,301,Slice of Life,2016,spring
Kagewani: Shou,32682,6.42,7884,18383,18,"Horror,Mystery,Supernatural,Suspense",2016,spring
Tonkatsu DJ Agetarou,31370,7.13,6232,13756,100,Comedy,2016,spring
Ragnastrike Angels,33021,4.3,4941,12511,13,Action,2016,spring
Usakame,32454,5.76,5750,12209,6,"Comedy,Sports",2016,spring
Cardfight!! Vanguard G: Stride Gate-hen,32802,6.67,4195,9165,9,Action,2016,spring
Bishoujo Yuugi Unit Crane Game Girls,32906,4.37,3566,7618,6,Comedy,2016,spring
Hakuouki: Otogisoushi,32011,6.59,2022,6198,10,Fantasy,2016,spring
Kaitou Joker 3rd Season,31670,7.17,2098,4970,15,"Adventure,Comedy,Mystery",2016,spring
Future Card Buddyfight Triple D,32785,6.53,1955,4200,6,,2016,spring
Neko Neko Nihonshi,32572,6.27,515,2994,6,,2016,spring
Bonobono (TV 2016),32353,6.37,695,2887,20,"Comedy,Slice of Life",2016,spring
Shounen Ashibe: Go! Go! Goma-chan,32571,6.1,933,2817,9,"Comedy,Slice of Life",2016,spring
Battle Spirits: Double Drive,32670,5.81,301,1527,2,Fantasy,2016,spring
Duel Masters VSRF,32582,5.49,244,1348,5,"Action,Adventure,Comedy,Fantasy",2016,spring
"Neko mo, Onda-ke",32999,5.13,147,608,0,"Comedy,Slice of Life",2016,spring
Turning Mecard W,35542,5.98,136,491,0,Adventure,2016,spring
Mob Psycho 100,32182,8.49,1165717,1899978,44049,"Action,Comedy,Supernatural",2016,summer
Shokugeki no Souma: Ni no Sara,32282,8.1,687001,1076131,3046,"Gourmet,Ecchi",2016,summer
Saiki Kusuo no Ψ-nan,33255,8.42,559987,1003912,26839,"Comedy,Supernatural",2016,summer
ReLIFE,30015,7.98,541279,967808,9525,"Drama,Romance",2016,summer
Orange,32729,7.62,372467,772662,6567,"Drama,Romance,Sci-Fi",2016,summer
Nanatsu no Taizai: Seisen no Shirushi,31722,6.99,409162,676482,785,"Action,Adventure,Fantasy",2016,summer
91 Days,32998,7.83,306092,670073,7568,"Action,Drama",2016,summer
New Game!,31953,7.57,196011,412393,2800,Comedy,2016,summer
Berserk,32379,6.3,167779,336986,2266,"Action,Adventure,Drama,Fantasy,Horror",2016,summer
Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,32189,7.24,179010,335016,1671,"Action,Horror,Mystery",2016,summer
Tales of Zestiria the Cross,30911,7.24,139204,315080,788,"Action,Adventure,Fantasy",2016,summer
Nejimaki Seirei Senki: Tenkyou no Alderamin,31764,7.66,152816,304040,1371,"Action,Adventure,Fantasy",2016,summer
Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,33028,7.39,167727,303377,2263,"Action,Horror,Mystery",2016,summer
Amaama to Inazuma,32828,7.53,132180,299136,1142,"Gourmet,Slice of Life",2016,summer
Kono Bijutsu-bu ni wa Mondai ga Aru!,31952,7.19,122195,287034,748,"Comedy,Romance",2016,summer
Masou Gakuen HxH,31845,6.13,123535,275694,690,"Action,Comedy,Fantasy,Romance,Sci-Fi,Ecchi",2016,summer
Handa-kun,32648,7.36,123710,274600,825,Comedy,2016,summer
Taboo Tattoo,29758,5.75,121200,273620,231,"Action,Mystery,Supernatural",2016,summer
Servamp,31229,6.89,111018,269383,1277,"Action,Supernatural",2016,summer
Rewrite,31716,6.65,86524,201298,581,"Action,Comedy,Romance,Supernatural",2016,summer
Yi Ren Zhi Xia,33421,6.82,60024,195409,452,"Action,Supernatural",2016,summer
Qualidea Code,32360,6.47,71604,184487,305,"Action,Supernatural",2016,summer
D.Gray-man Hallow,32370,7.7,77335,182609,1030,"Action,Adventure",2016,summer
Love Live! Sunshine!!,32526,7.39,87266,173807,2900,Slice of Life,2016,summer
Days (TV),32494,7.16,64687,137773,473,Sports,2016,summer
Arslan Senki (TV): Fuujin Ranbu,31821,7.5,74550,136180,192,"Action,Adventure,Drama,Fantasy",2016,summer
Fukigen na Mononokean,32696,7.42,51639,123375,563,"Comedy,Supernatural",2016,summer
Fate/kaleid liner Prisma☆Illya 3rei!!,31706,7.51,59928,120434,312,"Action,Comedy,Fantasy",2016,summer
Hatsukoi Monster,31109,5.49,39609,107768,148,"Comedy,Romance",2016,summer
Amanchu!,31771,7.24,32690,90359,287,"Comedy,Slice of Life",2016,summer
Fudanshi Koukou Seikatsu,33222,6.52,34870,69870,90,Comedy,2016,summer
Bananya,32664,6.76,35630,67600,368,"Comedy,Slice of Life",2016,summer
Cheer Danshi!!,32483,6.68,24823,62468,112,"Drama,Sports",2016,summer
Ange Vierge,32171,6.0,15721,53326,88,"Adventure,Fantasy",2016,summer
Battery,32947,5.71,20184,51224,54,"Drama,Sports",2016,summer
B-Project: Kodou*Ambitious,33046,6.6,16035,44410,186,,2016,summer
Regalia: The Three Sacred Stars,32961,5.97,7583,28632,30,"Action,Sci-Fi",2016,summer
Binan Koukou Chikyuu Bouei-bu LOVE! LOVE!,31417,7.02,10628,28183,109,Comedy,2016,summer
Tsukiuta. The Animation,33037,6.91,8183,26619,194,,2016,summer
Scared Rider Xechs,33113,5.26,5325,20260,20,"Adventure,Romance,Sci-Fi",2016,summer
Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd,32301,6.34,7778,20109,12,"Comedy,Sci-Fi",2016,summer
Ozmafia!!,32697,5.47,7399,20070,17,"Fantasy,Romance",2016,summer
Time Travel Shoujo: Mari Waka to 8-nin no Kagakusha-tachi,33341,6.49,5604,16101,10,"Adventure,Sci-Fi",2016,summer
Onara Gorou,33274,5.54,7024,14139,80,Comedy,2016,summer
Show By Rock!! Short!!,32039,6.45,4983,13443,17,Comedy,2016,summer
Mahou Shoujo? Naria☆Girls,33394,3.84,2732,8366,12,,2016,summer
Puzzle & Dragons Cross,32772,6.5,2240,8209,20,,2016,summer
Sinbi Apateu: Ghost Ball Bimil,38923,6.37,639,1328,17,"Mystery,Supernatural",2016,summer
Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,32935,8.78,739302,1112741,15015,Sports,2016,fall
Yuri!!! on Ice,32995,7.9,501251,832604,19908,"Award Winning,Sports",2016,fall
Bungou Stray Dogs 2nd Season,32867,8.2,443881,771842,6531,"Action,Mystery,Supernatural",2016,fall
3-gatsu no Lion,31646,8.38,265132,640146,14900,"Drama,Slice of Life",2016,fall
Drifters,31339,7.9,257176,531010,3798,"Action,Adventure,Comedy,Fantasy",2016,fall
Watashi ga Motete Dousunda,32899,6.98,212510,425780,1803,"Comedy,Romance",2016,fall
Keijo!!!!!!!!,32686,6.93,186086,381572,1389,"Sports,Ecchi",2016,fall
Nanbaka,30016,7.33,136085,313630,2047,"Action,Comedy,Drama",2016,fall
Ajin Part 2,33253,7.59,163486,282073,500,"Action,Horror,Mystery,Supernatural",2016,fall
Hibike! Euphonium 2,31988,8.3,109861,212748,3334,Drama,2016,fall
Occultic;Nine,32962,6.9,68019,188277,449,"Mystery,Sci-Fi",2016,fall
